Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 14:37:29 +0000 2016,"RT @dallasnews: Why Randall Stephenson, CEO of Dallas-based @ATT, keeps a list of 45 companies he wants to buy https://t.co/efxsvaYgAJ | @m…",Positive,67.7543,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 14:26:44 +0000 2016,"RT @dallasnews: Why Randall Stephenson, CEO of Dallas-based @ATT, keeps a list of 45 companies he wants to buy https://t.co/efxsvaYgAJ | @m…",Positive,67.7543,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 14:15:35 +0000 2016,"Why Randall Stephenson, CEO of Dallas-based @ATT, keeps a list of 45 companies he wants to buy… https://t.co/hcNWs5r7Cm",Positive,67.7543,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 13:45:37 +0000 2016,"RT @ATT: #FootballEverywhere, 🍕, @SamsungMobile + @AnthonyAnderson = an epic game day! Watch the full video here: https://t.co/nEg01DkjCB h…",Neutral,51.3846,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 13:29:10 +0000 2016,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,Positive,84.3125,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 12:32:11 +0000 2016,RT @ATT: What made you a fan of college 🏈 ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,Positive,92.2445,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 12:31:34 +0000 2016,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,Positive,84.3125,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:57:05 +0000 2016,RT @Uverse: 💋 the ❄️ goodbye 👋 + catch #IceAge Collision Course OnDemand. https://t.co/jzwn0xrX8j https://t.co/WVs9FZcuTm,Positive,65.5676,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:53:18 +0000 2016,RT @danmtz: @ATTCares Can someone call me with a rewards issue? Been on hold for about 25 minutes now and no one has come to the line.,Neutral,59.4326,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:49:03 +0000 2016,"RT @LayneDanger: Hey @ATTCares, how long am I going to be on hold for wireless customer support?? #HourAndCounting",Negative,85.8611,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:46:52 +0000 2016,RT @spidey1087: @ATTCares And.....now I'm ignored. Maybe you should change your Twitter to @ATTDoesntCare,Negative,71.2139,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:46:49 +0000 2016,"RT @spidey1087: @ATTCares Well, so much for that.  I DM'd my info to you over 30 minutes ago.  Still no response.  Guess your customers are…",Negative,97.8254,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:46:44 +0000 2016,RT @spidey1087: @ATTCares It's been over an hour now....is anyone actually looking into this?,Negative,96.3672,,Twitter
Dallas3,32.8293128,-96.8272358,5616 Lemmon Ave Dallas TX 75209,Sat Oct 15 11:46:39 +0000 2016,RT @spidey1087: @ATTCares You make me wait an hour to tell me you can't help me....then give me a phone number to call w/questions? REALLY?,Negative,99.9833,,Twitter
